background	./background/background159.jpg	dog
background	./background/background181.jpg	dog
background	./background/background141.jpg	dog
background	./background/background176.jpg	dog
background	./background/background120.jpg	dog
background	./background/background18.jpg	dog
background	./background/background157.jpg	dog
background	./background/background191.jpg	dog
background	./background/background222.jpg	dog
background	./background/background167.jpg	dog
background	./background/background74.jpg	dog
background	./background/background80.jpg	dog
background	./background/background193.jpg	dog
background	./background/background217.jpg	dog
background	./background/background136.jpg	dog
background	./background/background218.jpg	dog
background	./background/background160.jpg	dog
background	./background/background54.jpg	dog
background	./background/background91.jpg	dog
background	./background/background123.jpg	dog
background	./background/background135.jpg	dog
background	./background/background216.jpg	dog
background	./background/background226.jpg	dog
background	./background/background169.jpg	dog
background	./background/background185.jpg	dog
background	./background/background38.jpg	dog
background	./background/background156.jpg	dog
background	./background/background129.jpg	dog
background	./background/background59.jpg	dog
background	./background/background62.jpg	dog
background	./background/background83.jpg	dog
background	./background/background75.jpg	dog
background	./background/background119.jpg	dog
dog	./dog/dog18forward.jpg	background
dog	./dog/dog108back.jpg	background
dog	./dog/dog139right.jpg	background
dog	./dog/dog124right.jpg	background
dog	./dog/dog83left.jpg	background
dog	./dog/dog24back.jpg	background
dog	./dog/dog33right.jpg	background
dog	./dog/dog149left.jpg	background
dog	./dog/dog102left.jpg	background
dog	./dog/dog8back.jpg	background
dog	./dog/dog9right.jpg	background
dog	./dog/dog136left.jpg	background
dog	./dog/dog16right.jpg	background
dog	./dog/dog133left.jpg	background
dog	./dog/dog61left.jpg	background
dog	./dog/dog87right.jpg	background
dog	./dog/dog14back.jpg	background
dog	./dog/dog35back.jpg	background
dog	./dog/dog5right.jpg	background
dog	./dog/dog70back.jpg	background
dog	./dog/dog141right.jpg	background
dog	./dog/dog78forward.jpg	background
dog	./dog/dog53left.jpg	background
